datetime, time (s), time (hms), active_status, active_dist (mi), active_time (s), pause_time (s), stride_pace (mi/min), step_rate (s/min), stride_length (ft), contact_time (ms), braking_gs, impact_gs, footstrike_type, max_pronation_vel, pronation_fs_mp, pronation_mp_to,stance_fs_mp, stance_mp_to 
datetime, , , , , , , power, cadence, , , , , , , , , , , 
2015-12-27 10:52:40.455, 1360.455, 00:22:40.455, 5, 2.5255, 1237.9, 118.6, 7.718, 164.609, 8.312, 312.0, 6.664, 13.965, 6.0, 554.565, -14.538, -12.829, 13.524, 80.213
2015-12-27 10:52:41.184, 1361.184, 00:22:41.184, 5, 2.5270, 1238.6, 118.6, 7.903, 163.265, 8.184, 317.0, 6.656, 14.766, 5.0, 519.226, -15.229, -12.138, 13.902, 80.452
2015-12-27 10:52:41.919, 1361.919, 00:22:41.919, 5, 2.5286, 1239.4, 118.6, 7.576, 162.382, 8.584, 322.0, 6.684, 9.137, 8.0, 532.166, -11.04, -15.334, 10.622, 83.307
2015-12-27 10:52:42.658, 1362.658, 00:22:42.658, 5, 2.5302, 1240.1, 118.6, 7.799, 164.384, 8.237, 317.0, 6.484, 14.203, 5.0, 584.045, -15.85, -10.738, 14.255, 79.129
2015-12-27 10:52:43.388, 1363.388, 00:22:43.388, 5, 2.5318, 1240.9, 118.6, 7.896, 162.162, 8.247, 317.0, 6.578, 13.949, 5.0, 467.163, -14.065, -10.702, 14.159, 78.149
2015-12-27 10:52:44.128, 1364.128, 00:22:44.128, 5, 2.5333, 1241.6, 118.6, 7.848, 164.609, 8.174, 312.0, 6.59, 15.496, 8.0, 458.984, -14.948, -12.287, 10.066, 80.704
2015-12-27 10:52:44.857, 1364.857, 00:22:44.857, 5, 2.5349, 1242.3, 118.6, 7.787, 163.265, 8.306, 317.0, 6.551, 11.91, 7.0, 614.929, -15.794, -13.573, 11.477, 81.316
2015-12-27 10:52:45.592, 1365.592, 00:22:45.592, 5, 2.5365, 1243.1, 118.6, 7.76, 162.382, 8.381, 307.0, 6.484, 14.863, 8.0, 523.132, -16.635, -10.564, 10.182, 80.229
2015-12-27 10:52:46.331, 1366.331, 00:22:46.331, 5, 2.5382, 1243.8, 118.6, 7.235, 166.667, 8.757, 317.0, 8.098, 6.125, 8.0, 585.388, -13.417, -12.49, 9.677, 85.268
2015-12-27 10:52:47.051, 1367.051, 00:22:47.051, 5, 2.5398, 1244.5, 118.6, 7.441, 164.609, 8.621, 317.0, 6.422, 15.277, 7.0, 591.492, -13.674, -14.588, 11.612, 82.844
2015-12-27 10:52:47.780, 1367.78, 00:22:47.780, 5, 2.5414, 1245.2, 118.6, 7.479, 164.384, 8.589, 312.0, 6.605, 9.5, 8.0, 564.27, -13.314, -12.436, 10.122, 82.114
2015-12-27 10:52:48.510, 1368.51, 00:22:48.510, 5, 2.5431, 1246.0, 118.6, 7.415, 162.382, 8.77, 322.0, 7.602, 13.59, 8.0, 434.265, -8.075, -15.192, 9.419, 82.924
2015-12-27 10:52:49.249, 1369.249, 00:22:49.249, 5, 2.5447, 1246.7, 118.6, 7.658, 165.517, 8.331, 327.0, 8.148, 14.305, 5.0, 466.553, -15.934, -11.005, 14.398, 80.865
2015-12-27 10:52:49.974, 1369.974, 00:22:49.974, 5, 2.5463, 1247.4, 118.6, 7.605, 162.382, 8.551, 327.0, 6.793, 12.488, 8.0, 565.796, -14.24, -11.725, 9.26, 85.47
2015-12-27 10:52:50.713, 1370.713, 00:22:50.713, 5, 2.5479, 1248.2, 118.6, 7.653, 163.265, 8.451, 317.0, 6.746, 14.352, 7.0, 549.072, -18.787, -11.773, 11.684, 79.421
2015-12-27 10:52:51.448, 1371.448, 00:22:51.448, 5, 2.5495, 1248.9, 118.6, 7.518, 165.746, 8.475, 312.0, 6.813, 9.168, 7.0, 521.301, -17.014, -11.213, 11.514, 79.846
2015-12-27 10:52:52.172, 1372.172, 00:22:52.172, 5, 2.5511, 1249.6, 118.6, 7.22, 164.384, 8.898, 317.0, 7.324, 11.367, 8.0, 454.834, -10.436, -14.169, 9.315, 86.154
2015-12-27 10:52:52.902, 1372.902, 00:22:52.902, 5, 2.5527, 1250.4, 118.6, 7.75, 165.746, 8.221, 317.0, 7.176, 5.82, 6.0, 507.202, -13.726, -11.996, 12.975, 82.258
2015-12-27 10:52:53.626, 1373.626, 00:22:53.626, 5, 2.5543, 1251.1, 118.6, 7.43, 163.265, 8.706, 317.0, 6.758, 12.117, 8.0, 469.849, -9.504, -15.369, 10.13, 82.972
2015-12-27 10:52:54.361, 1374.361, 00:22:54.361, 5, 2.5559, 1251.8, 118.6, 7.655, 166.898, 8.265, 312.0, 6.637, 11.641, 6.0, 499.023, -15.472, -12.125, 13.512, 81.272
2015-12-27 10:52:55.080, 1375.08, 00:22:55.080, 5, 2.5575, 1252.5, 118.6, 7.354, 166.667, 8.615, 312.0, 6.578, 15.621, 7.0, 620.056, -13.043, -12.098, 11.189, 84.026
2015-12-27 10:52:55.800, 1375.8, 00:22:55.800, 5, 2.5591, 1253.3, 118.6, 7.908, 162.382, 8.224, 307.0, 6.895, 7.996, 7.0, 601.746, -16.659, -10.732, 11.771, 81.302
2015-12-27 10:52:56.539, 1376.539, 00:22:56.539, 5, 2.5607, 1254.0, 118.6, 7.659, 163.265, 8.445, 317.0, 6.207, 4.074, 5.0, 572.632, -17.231, -12.846, 14.874, 82.465
2015-12-27 10:52:57.274, 1377.274, 00:22:57.274, 5, 2.5623, 1254.7, 118.6, 7.687, 166.898, 8.232, 317.0, 6.461, 15.461, 4.0, 495.117, -15.674, -11.904, 17.069, 80.13
2015-12-27 10:52:57.993, 1377.993, 00:22:57.993, 5, 2.5639, 1255.5, 118.6, 7.699, 163.265, 8.401, 312.0, 6.688, 8.035, 4.0, 548.828, -16.506, -13.468, 16.411, 78.063
2015-12-27 10:52:58.728, 1378.728, 00:22:58.728, 5, 2.5654, 1256.2, 118.6, 7.662, 164.609, 8.373, 317.0, 9.289, 15.406, 3.0, 506.165, -16.851, -13.997, 17.247, 79.189
2015-12-27 10:52:59.457, 1379.457, 00:22:59.457, 5, 2.5670, 1256.9, 118.6, 7.654, 164.384, 8.393, 317.0, 6.453, 14.391, 4.0, 536.133, -14.886, -12.086, 16.602, 80.207
2015-12-27 10:53:00.187, 1380.187, 00:23:00.187, 5, 2.5686, 1257.6, 118.6, 7.62, 164.609, 8.419, 317.0, 6.41, 11.336, 5.0, 533.813, -15.418, -11.768, 14.115, 79.788
2015-12-27 10:53:00.916, 1380.916, 00:23:00.916, 5, 2.5702, 1258.4, 118.6, 7.778, 164.384, 8.259, 317.0, 6.594, 6.367, 6.0, 549.561, -17.742, -8.754, 13.263, 80.564
2015-12-27 10:53:01.646, 1381.646, 00:23:01.646, 5, 2.5718, 1259.1, 118.6, 7.615, 164.609, 8.424, 317.0, 6.613, 10.098, 6.0, 469.666, -16.542, -9.185, 12.88, 81.215
2015-12-27 10:53:02.375, 1382.375, 00:23:02.375, 5, 2.5734, 1259.8, 118.6, 7.728, 162.162, 8.427, 322.0, 6.527, 15.156, 6.0, 574.158, -15.443, -11.592, 13.895, 79.418
2015-12-27 10:53:03.115, 1383.115, 00:23:03.115, 5, 2.5750, 1260.6, 118.6, 7.811, 163.265, 8.28, 312.0, 6.891, 11.582, 7.0, 505.066, -15.222, -12.15, 11.302, 80.451
2015-12-27 10:53:03.850, 1383.85, 00:23:03.850, 5, 2.5765, 1261.3, 118.6, 7.78, 162.382, 8.358, 317.0, 7.16, 10.328, 5.0, 433.105, -16.718, -12.84, 14.427, 77.434
2015-12-27 10:53:04.589, 1384.589, 00:23:04.589, 5, 2.5782, 1262.0, 118.6, 7.649, 165.517, 8.34, 302.0, 7.051, 4.398, 8.0, 620.544, -15.285, -12.229, 10.346, 80.085
2015-12-27 10:53:05.314, 1385.314, 00:23:05.314, 5, 2.5798, 1262.8, 118.6, 7.294, 162.382, 8.916, 317.0, 7.113, 10.457, 8.0, 502.197, -9.38, -12.955, 10.178, 83.3
2015-12-27 10:53:06.053, 1386.053, 00:23:06.053, 5, 2.5813, 1263.5, 118.6, 7.754, 165.517, 8.228, 327.0, 7.672, 14.223, 3.0, 375.732, -16.219, -9.473, 18.257, 80.094
2015-12-27 10:53:06.778, 1386.778, 00:23:06.778, 5, 2.5829, 1264.2, 118.6, 7.878, 164.609, 8.143, 302.0, 6.281, 5.043, 11.0, 576.843, -13.895, -9.918, 5.886, 82.345
2015-12-27 10:53:07.507, 1387.507, 00:23:07.507, 5, 2.5844, 1265.0, 118.6, 7.947, 166.667, 7.973, 307.0, 6.902, 13.543, 7.0, 585.388, -17.653, -11.513, 11.1, 80.19
2015-12-27 10:53:08.227, 1388.227, 00:23:08.227, 5, 2.5859, 1265.7, 118.6, 7.696, 168.067, 8.164, 317.0, 6.945, 15.875, 4.0, 621.521, -19.538, -11.154, 16.789, 80.526
2015-12-27 10:53:08.941, 1388.941, 00:23:08.941, 5, 2.5875, 1266.4, 118.6, 7.959, 166.667, 7.961, 312.0, 7.551, 5.055, 6.0, 720.886, -17.379, -9.393, 13.609, 83.941
2015-12-27 10:53:09.661, 1389.661, 00:23:09.661, 5, 2.5890, 1267.1, 118.6, 7.752, 163.488, 8.333, 322.0, 6.539, 11.465, 9.0, 599.243, -12.631, -15.11, 8.14, 83.436
2015-12-27 10:53:10.395, 1390.395, 00:23:10.395, 5, 2.5906, 1267.8, 118.6, 7.779, 165.517, 8.202, 302.0, 7.07, 3.43, 7.0, 662.537, -17.7, -9.824, 11.081, 80.095
2015-12-27 10:53:11.120, 1391.12, 00:23:11.120, 5, 2.5921, 1268.6, 118.6, 7.827, 163.488, 8.253, 292.0, 6.793, 11.301, 5.0, 450.439, -15.922, -6.95, 14.035, 71.748
2015-12-27 10:53:11.854, 1391.854, 00:23:11.854, 5, 2.5937, 1269.3, 118.6, 7.863, 163.265, 8.226, 312.0, 6.363, 15.066, 5.0, 592.102, -17.667, -11.914, 15.151, 77.866
2015-12-27 10:53:12.589, 1392.589, 00:23:12.589, 5, 2.5953, 1270.0, 118.6, 7.685, 165.746, 8.291, 292.0, 6.727, 13.832, 9.0, 613.037, -17.123, -10.73, 8.65, 78.782
2015-12-27 10:53:13.313, 1393.313, 00:23:13.313, 5, 2.5970, 1270.8, 118.6, 7.4, 165.517, 8.622, 312.0, 6.992, 11.363, 6.0, 544.983, -16.747, -11.769, 13.012, 81.643
2015-12-27 10:53:14.038, 1394.038, 00:23:14.038, 5, 2.5986, 1271.5, 118.6, 7.38, 161.29, 8.872, 312.0, 6.875, 8.906, 8.0, 500.061, -12.972, -16.052, 9.548, 82.774
2015-12-27 10:53:14.782, 1394.782, 00:23:14.782, 5, 2.6003, 1272.2, 118.6, 7.253, 165.517, 8.797, 302.0, 6.582, 10.16, 6.0, 598.999, -18.061, -9.66, 13.88, 82.376
2015-12-27 10:53:15.507, 1395.507, 00:23:15.507, 5, 2.6019, 1273.0, 118.6, 7.641, 161.29, 8.569, 322.0, 6.441, 6.504, 4.0, 564.758, -16.735, -11.384, 16.35, 81.443
2015-12-27 10:53:16.251, 1396.251, 00:23:16.251, 5, 2.6035, 1273.7, 118.6, 7.723, 164.384, 8.318, 307.0, 6.691, 13.969, 5.0, 563.232, -19.147, -11.878, 15.175, 78.388
2015-12-27 10:53:16.981, 1396.981, 00:23:16.981, 5, 2.6050, 1274.4, 118.6, 7.704, 165.746, 8.27, 302.0, 6.793, 15.621, 3.0, 574.219, -17.007, -13.766, 18.479, 77.276
2015-12-27 10:53:17.705, 1397.705, 00:23:17.705, 5, 2.6066, 1275.2, 118.6, 7.63, 165.517, 8.362, 312.0, 8.426, 11.402, 2.0, 661.987, -17.702, -15.434, 20.224, 79.935
2015-12-27 10:53:18.430, 1398.43, 00:23:18.430, 5, 2.6082, 1275.9, 118.6, 7.639, 165.746, 8.34, 307.0, 6.699, 9.898, 1.0, 625.0, -17.091, -14.29, 20.631, 80.143
2015-12-27 10:53:19.154, 1399.154, 00:23:19.154, 5, 2.6099, 1276.6, 118.6, 7.353, 165.517, 8.677, 297.0, 6.438, 6.438, 5.0, 668.213, -18.698, -10.386, 15.146, 79.428
2015-12-27 10:53:19.879, 1399.879, 00:23:19.879, 5, 2.6115, 1277.3, 118.6, 7.325, 162.382, 8.878, 307.0, 6.91, 13.105, 5.0, 534.668, -17.991, -15.192, 15.402, 83.742
2015-12-27 10:53:20.618, 1400.618, 00:23:20.618, 5, 2.6131, 1278.1, 118.6, 7.525, 164.384, 8.537, 297.0, 6.449, 2.391, 4.0, 670.166, -18.442, -10.133, 16.055, 82.23
2015-12-27 10:53:21.348, 1401.348, 00:23:21.348, 5, 2.6147, 1278.8, 118.6, 7.692, 164.609, 8.34, 302.0, 6.699, 8.617, 5.0, 558.716, -15.893, -12.575, 14.714, 78.988
2015-12-27 10:53:22.077, 1402.077, 00:23:22.077, 5, 2.6164, 1279.5, 118.6, 7.365, 167.832, 8.543, 297.0, 6.668, 15.973, 7.0, 721.924, -14.621, -14.988, 11.679, 82.972
2015-12-27 10:53:22.792, 1402.792, 00:23:22.792, 5, 2.6180, 1280.2, 118.6, 7.369, 168.067, 8.526, 297.0, 7.949, 8.707, 5.0, 615.112, -16.734, -13.546, 15.232, 79.331
2015-12-27 10:53:23.506, 1403.506, 00:23:23.506, 5, 2.6197, 1280.9, 118.6, 6.998, 169.252, 8.916, 282.0, 8.027, 13.18, 6.0, 631.531, -20.752, -11.692, 13.279, 81.98
2015-12-27 10:53:24.215, 1404.215, 00:23:24.215, 5, 2.6213, 1281.7, 118.6, 7.138, 164.384, 9.0, 296.0, 8.332, 14.914, 6.0, 732.849, -15.903, -15.265, 13.676, 84.385
2015-12-27 10:53:24.945, 1404.945, 00:23:24.945, 5, 2.6229, 1282.4, 118.6, 7.649, 164.609, 8.386, 297.0, 7.098, 10.234, 3.0, 609.314, -17.509, -12.495, 17.207, 80.575
2015-12-27 10:53:25.674, 1405.674, 00:23:25.674, 5, 2.6245, 1283.1, 118.6, 7.804, 165.517, 8.175, 297.0, 7.566, 6.988, 4.0, 787.354, -16.547, -13.234, 15.858, 79.897
2015-12-27 10:53:26.399, 1406.399, 00:23:26.399, 5, 2.6261, 1283.8, 118.6, 7.441, 165.746, 8.563, 297.0, 6.328, 15.09, 5.0, 613.708, -17.909, -14.06, 15.395, 82.065
2015-12-27 10:53:27.123, 1407.123, 00:23:27.123, 5, 2.6276, 1284.6, 118.6, 7.886, 163.265, 8.202, 311.0, 6.793, 5.828, 4.0, 698.364, -16.33, -15.249, 17.081, 79.432
2015-12-27 10:53:27.858, 1407.858, 00:23:27.858, 5, 2.6292, 1285.3, 118.6, 7.931, 165.746, 8.033, 307.0, 6.453, 9.121, 3.0, 634.521, -15.928, -16.351, 18.082, 79.378
2015-12-27 10:53:28.582, 1408.582, 00:23:28.582, 5, 2.6308, 1286.0, 118.6, 7.493, 166.667, 8.456, 291.0, 7.227, 6.465, 5.0, 712.219, -11.342, -18.785, 14.573, 79.637
2015-12-27 10:53:29.302, 1409.302, 00:23:29.302, 5, 2.6323, 1286.7, 118.6, 7.674, 168.067, 8.187, 292.0, 7.113, 4.109, 3.0, 795.776, -17.318, -15.19, 17.425, 80.143
2015-12-27 10:53:30.016, 1410.016, 00:23:30.016, 5, 2.6339, 1287.5, 118.6, 7.811, 165.517, 8.168, 292.0, 6.66, 4.102, 3.0, 730.408, -17.336, -13.061, 17.897, 79.407
2015-12-27 10:53:30.741, 1410.741, 00:23:30.741, 5, 2.6355, 1288.2, 118.6, 7.578, 165.746, 8.408, 292.0, 6.273, 5.969, 3.0, 640.198, -18.241, -12.809, 17.651, 79.274
2015-12-27 10:53:31.465, 1411.465, 00:23:31.465, 5, 2.6371, 1288.9, 118.6, 7.484, 166.667, 8.466, 307.0, 6.168, 7.363, 5.0, 697.998, -12.929, -15.43, 15.273, 87.495
2015-12-27 10:53:32.185, 1412.185, 00:23:32.185, 5, 2.6386, 1289.6, 118.6, 7.761, 163.488, 8.323, 307.0, 8.082, 11.715, 3.0, 675.293, -14.756, -15.881, 18.457, 82.057
2015-12-27 10:53:32.919, 1412.919, 00:23:32.919, 5, 2.6402, 1290.4, 118.6, 7.8, 168.067, 8.056, 297.0, 7.059, 15.602, 6.0, 724.365, -16.432, -15.155, 13.823, 82.784
2015-12-27 10:53:33.633, 1413.633, 00:23:33.633, 5, 2.6418, 1291.1, 118.6, 7.687, 165.517, 8.299, 291.0, 6.762, 13.637, 4.0, 695.19, -17.214, -12.436, 16.07, 80.019
2015-12-27 10:53:34.358, 1414.358, 00:23:34.358, 5, 2.6433, 1291.8, 118.6, 7.604, 164.609, 8.437, 302.0, 6.582, 10.863, 2.0, 634.094, -18.106, -12.682, 19.013, 79.265
2015-12-27 10:53:35.087, 1415.087, 00:23:35.087, 5, 2.6449, 1292.5, 118.6, 7.711, 165.517, 8.274, 286.0, 7.008, 7.762, 7.0, 777.649, -18.294, -12.949, 11.911, 82.378
2015-12-27 10:53:35.812, 1415.812, 00:23:35.812, 5, 2.6464, 1293.3, 118.6, 7.994, 164.609, 8.025, 292.0, 6.41, 15.652, 4.0, 756.531, -17.324, -11.101, 16.189, 81.959
2015-12-27 10:53:36.541, 1416.541, 00:23:36.541, 5, 2.6480, 1294.0, 118.6, 7.799, 163.265, 8.293, 296.0, 9.047, 15.004, 3.0, 668.823, -16.718, -14.614, 17.926, 80.171
2015-12-27 10:53:37.276, 1417.276, 00:23:37.276, 5, 2.6495, 1294.7, 118.6, 7.842, 166.898, 8.069, 296.0, 6.766, 7.184, 4.0, 806.58, -15.215, -15.153, 17.066, 82.912
2015-12-27 10:53:37.995, 1417.995, 00:23:37.995, 5, 2.6511, 1295.4, 118.6, 7.721, 165.517, 8.263, 301.0, 6.664, 4.313, 4.0, 729.492, -14.664, -18.522, 15.95, 82.957
2015-12-27 10:53:38.720, 1418.72, 00:23:38.720, 5, 2.6526, 1296.2, 118.6, 7.735, 168.067, 8.123, 312.0, 7.652, 9.34, 1.0, 631.653, -14.852, -18.36, 21.486, 81.862
2015-12-27 10:53:39.434, 1419.434, 00:23:39.434, 5, 2.6542, 1296.9, 118.6, 7.743, 162.162, 8.41, 307.0, 6.598, 6.645, 3.0, 641.724, -17.02, -13.343, 18.576, 81.798
2015-12-27 10:53:40.174, 1420.174, 00:23:40.174, 5, 2.6558, 1297.6, 118.6, 7.665, 163.488, 8.427, 307.0, 6.414, 7.152, 3.0, 662.72, -16.944, -12.868, 17.524, 82.615
2015-12-27 10:53:40.908, 1420.908, 00:23:40.908, 5, 2.6574, 1298.4, 118.6, 7.761, 163.265, 8.334, 312.0, 6.543, 9.477, 2.0, 546.082, -17.221, -13.295, 19.575, 80.504
2015-12-27 10:53:41.643, 1421.643, 00:23:41.643, 5, 2.6590, 1299.1, 118.6, 7.69, 165.746, 8.285, 297.0, 8.633, 14.195, 2.0, 765.869, -16.661, -13.81, 19.093, 82.317
2015-12-27 10:53:42.367, 1422.367, 00:23:42.367, 5, 2.6606, 1299.8, 118.6, 7.535, 165.517, 8.468, 302.0, 7.883, 15.977, 3.0, 665.894, -14.09, -17.16, 18.269, 84.044
2015-12-27 10:53:43.092, 1423.092, 00:23:43.092, 5, 2.6621, 1300.5, 118.6, 7.663, 168.067, 8.2, 287.0, 7.137, 10.801, 3.0, 773.56, -16.477, -14.905, 17.894, 80.549
2015-12-27 10:53:43.806, 1423.806, 00:23:43.806, 5, 2.6637, 1301.3, 118.6, 7.763, 164.609, 8.264, 297.0, 6.598, 7.918, 2.0, 766.846, -17.747, -14.454, 19.474, 81.185
2015-12-27 10:53:44.535, 1424.535, 00:23:44.535, 5, 2.6652, 1302.0, 118.6, 7.761, 167.832, 8.107, 291.0, 7.902, 4.41, 1.0, 642.578, -19.038, -11.815, 21.278, 77.372
2015-12-27 10:53:45.250, 1425.25, 00:23:45.250, 5, 2.6668, 1302.7, 118.6, 7.68, 166.898, 8.238, 302.0, 8.508, 14.25, 2.0, 647.034, -18.332, -16.141, 20.188, 82.364
2015-12-27 10:53:45.969, 1425.969, 00:23:45.969, 5, 2.6684, 1303.4, 118.6, 7.526, 169.014, 8.301, 292.0, 6.805, 5.129, 3.0, 812.073, -13.842, -17.175, 17.197, 84.565
2015-12-27 10:53:46.679, 1426.679, 00:23:46.679, 5, 2.6699, 1304.1, 118.6, 7.433, 168.067, 8.453, 287.0, 7.27, 8.523, 3.0, 907.288, -15.581, -14.515, 18.0, 83.367
2015-12-27 10:53:47.393, 1427.393, 00:23:47.393, 5, 2.6715, 1304.8, 118.6, 7.634, 169.252, 8.173, 287.0, 6.738, 9.734, 3.0, 754.944, -18.849, -12.539, 17.899, 79.473
2015-12-27 10:53:48.102, 1428.102, 00:23:48.102, 5, 2.6731, 1305.5, 118.6, 7.466, 170.213, 8.31, 291.0, 6.867, 3.074, 3.0, 807.983, -17.282, -13.68, 17.969, 83.089
2015-12-27 10:53:48.807, 1428.807, 00:23:48.807, 5, 2.6746, 1306.3, 118.6, 7.664, 166.898, 8.256, 292.0, 7.602, 5.789, 2.0, 740.784, -17.442, -13.434, 18.794, 80.647
2015-12-27 10:53:49.526, 1429.526, 00:23:49.526, 5, 2.6762, 1307.0, 118.6, 7.589, 169.252, 8.221, 302.0, 6.66, 7.551, 2.0, 633.85, -19.035, -13.649, 19.711, 80.765
2015-12-27 10:53:50.235, 1430.235, 00:23:50.235, 5, 2.6777, 1307.7, 118.6, 7.995, 166.667, 7.925, 287.0, 6.875, 13.844, 1.0, 592.224, -19.184, -9.305, 21.885, 78.374
2015-12-27 10:53:50.955, 1430.955, 00:23:50.955, 5, 2.6792, 1308.4, 118.6, 7.689, 169.252, 8.114, 292.0, 7.887, 7.016, 2.0, 625.183, -18.368, -11.563, 19.692, 79.842
2015-12-27 10:53:51.664, 1431.664, 00:23:51.664, 5, 2.6808, 1309.1, 118.6, 7.531, 167.832, 8.355, 281.0, 6.539, 8.113, 3.0, 742.249, -16.665, -12.759, 18.264, 79.008
2015-12-27 10:53:52.379, 1432.379, 00:23:52.379, 5, 2.6823, 1309.8, 118.6, 7.617, 171.674, 8.075, 282.0, 6.914, 11.113, 1.0, 737.061, -17.61, -13.855, 21.258, 79.012
2015-12-27 10:53:53.078, 1433.078, 00:23:53.078, 5, 2.6839, 1310.5, 118.6, 7.58, 170.455, 8.173, 287.0, 7.215, 9.398, 2.0, 774.353, -17.514, -13.693, 20.263, 79.269
2015-12-27 10:53:53.782, 1433.782, 00:23:53.782, 5, 2.6855, 1311.2, 118.6, 7.523, 170.213, 8.247, 281.0, 7.406, 11.371, 3.0, 703.857, -17.023, -13.133, 18.455, 80.669
2015-12-27 10:53:54.487, 1434.487, 00:23:54.487, 5, 2.6870, 1311.9, 118.6, 7.688, 166.898, 8.23, 292.0, 7.738, 12.727, 1.0, 584.29, -16.582, -12.316, 21.175, 79.089
2015-12-27 10:53:55.206, 1435.206, 00:23:55.206, 5, 2.6886, 1312.6, 118.6, 7.571, 168.067, 8.299, 292.0, 6.867, 8.945, 2.0, 579.224, -18.28, -14.17, 18.984, 79.331
2015-12-27 10:53:55.920, 1435.92, 00:23:55.920, 5, 2.6901, 1313.4, 118.6, 7.672, 169.014, 8.144, 291.0, 6.359, 8.348, 3.0, 649.353, -17.219, -13.119, 18.013, 80.145
2015-12-27 10:53:56.630, 1436.63, 00:23:56.630, 5, 2.6917, 1314.1, 118.6, 7.553, 168.067, 8.319, 292.0, 7.465, 4.973, 3.0, 696.899, -17.564, -13.089, 17.302, 81.422
2015-12-27 10:53:57.344, 1437.344, 00:23:57.344, 5, 2.6934, 1314.8, 118.6, 7.282, 165.517, 8.761, 272.0, 7.207, 11.523, 7.0, 750.183, -18.785, -12.022, 12.006, 78.439
2015-12-27 10:53:58.069, 1438.069, 00:23:58.069, 5, 2.6950, 1315.5, 118.6, 7.428, 165.746, 8.577, 292.0, 6.563, 7.207, 5.0, 722.351, -15.476, -14.293, 14.86, 81.041
2015-12-27 10:53:58.793, 1438.793, 00:23:58.793, 5, 2.6966, 1316.2, 118.6, 7.491, 166.898, 8.446, 292.0, 6.344, 13.996, 5.0, 706.177, -19.076, -11.201, 14.498, 79.53
2015-12-27 10:53:59.512, 1439.512, 00:23:59.512, 5, 2.6982, 1317.0, 118.6, 7.518, 165.517, 8.486, 281.0, 6.883, 6.781, 8.0, 540.222, -15.788, -12.144, 10.183, 80.375
2015-12-27 10:54:00.237, 1440.237, 00:24:00.237, 5, 2.6998, 1317.7, 118.6, 7.391, 168.067, 8.501, 292.0, 6.633, 14.363, 5.0, 576.843, -19.32, -12.92, 13.935, 80.33
2015-12-27 10:54:00.951, 1440.951, 00:24:00.951, 5, 2.7014, 1318.4, 118.6, 7.375, 169.014, 8.472, 292.0, 6.676, 13.359, 3.0, 575.989, -19.759, -11.716, 18.24, 79.019
2015-12-27 10:54:01.661, 1441.661, 00:24:01.661, 5, 2.7030, 1319.1, 118.6, 7.35, 166.898, 8.609, 287.0, 6.598, 15.355, 4.0, 607.239, -19.309, -10.749, 16.168, 79.225
2015-12-27 10:54:02.380, 1442.38, 00:24:02.380, 5, 2.7046, 1319.8, 118.6, 7.426, 170.455, 8.342, 292.0, 6.172, 6.77, 4.0, 628.845, -18.221, -10.777, 16.014, 79.773
2015-12-27 10:54:03.084, 1443.084, 00:24:03.084, 5, 2.7062, 1320.5, 118.6, 7.642, 169.014, 8.176, 306.0, 7.023, 9.457, 2.0, 554.504, -16.682, -12.473, 20.395, 80.078
2015-12-27 10:54:03.794, 1443.794, 00:24:03.794, 5, 2.7077, 1321.2, 118.6, 7.611, 168.067, 8.256, 292.0, 7.41, 14.23, 5.0, 619.446, -18.863, -11.573, 14.822, 81.784
2015-12-27 10:54:04.508, 1444.508, 00:24:04.508, 5, 2.7093, 1321.9, 118.6, 7.535, 167.832, 8.351, 292.0, 6.699, 4.684, 4.0, 680.42, -17.385, -13.304, 16.684, 80.212
2015-12-27 10:54:05.223, 1445.223, 00:24:05.223, 5, 2.7109, 1322.7, 118.6, 7.804, 165.746, 8.165, 292.0, 7.086, 9.758, 3.0, 632.996, -16.704, -11.813, 17.953, 77.763
2015-12-27 10:54:05.947, 1445.947, 00:24:05.947, 5, 2.7125, 1323.4, 118.6, 7.539, 166.667, 8.405, 302.0, 9.352, 14.898, 2.0, 531.128, -17.515, -12.528, 18.911, 78.759
2015-12-27 10:54:06.667, 1446.667, 00:24:06.667, 5, 2.7140, 1324.1, 118.6, 7.586, 166.898, 8.34, 277.0, 6.711, 9.797, 9.0, 636.902, -17.065, -11.719, 8.832, 79.835
2015-12-27 10:54:07.386, 1447.386, 00:24:07.386, 5, 2.7156, 1324.8, 118.6, 7.64, 165.746, 8.34, 297.0, 6.797, 7.242, 3.0, 552.002, -16.673, -14.841, 17.401, 80.295
2015-12-27 10:54:08.110, 1448.11, 00:24:08.110, 5, 2.7172, 1325.6, 118.6, 7.449, 166.667, 8.506, 296.0, 8.098, 12.863, 5.0, 574.463, -16.663, -14.897, 14.782, 81.148
2015-12-27 10:54:08.830, 1448.83, 00:24:08.830, 5, 2.7188, 1326.3, 118.6, 7.628, 164.609, 8.41, 282.0, 6.785, 13.758, 8.0, 555.359, -17.046, -12.176, 9.581, 78.429
2015-12-27 10:54:09.559, 1449.559, 00:24:09.559, 5, 2.7204, 1327.0, 118.6, 7.583, 166.667, 8.356, 302.0, 6.793, 15.629, 4.0, 587.341, -17.691, -11.721, 15.902, 79.877
2015-12-27 10:54:10.279, 1450.279, 00:24:10.279, 5, 2.7220, 1327.7, 118.6, 7.379, 165.746, 8.634, 287.0, 6.887, 11.363, 8.0, 662.903, -17.885, -13.386, 9.665, 81.528
