datetime, time (s), time (hms), active_status, active_dist (mi), active_time (s), pause_time (s), stride_pace (mi/min), step_rate (s/min), stride_length (ft), contact_time (ms), braking_gs, impact_gs, footstrike_type, max_pronation_vel, pronation_fs_mp, pronation_mp_to,stance_fs_mp, stance_mp_to 
datetime, , , , , , , power, cadence, , , , , , , , , , , 
2015-12-27 11:14:05.288, 2645.288, 00:44:05.288, 6, 5.1051, 2413.8, 227.6, 7.269, 169.252, 8.584, 292.0, 6.906, 6.695, 6.0, 765.991, -13.442, -14.037, 13.169, 79.915
2015-12-27 11:14:05.997, 2645.997, 00:44:05.997, 6, 5.1067, 2414.5, 227.6, 7.536, 170.455, 8.22, 302.0, 7.484, 8.484, 3.0, 736.511, -18.501, -13.026, 17.497, 80.152
2015-12-27 11:14:06.701, 2646.701, 00:44:06.701, 6, 5.1083, 2415.2, 227.6, 7.473, 169.014, 8.361, 301.0, 7.617, 7.34, 6.0, 669.739, -12.526, -19.092, 12.553, 81.578
2015-12-27 11:14:07.411, 2647.411, 00:44:07.411, 6, 5.1098, 2415.9, 227.6, 7.722, 169.252, 8.08, 312.0, 8.273, 14.16, 4.0, 680.237, -15.648, -15.779, 16.982, 81.31
2015-12-27 11:14:08.120, 2648.12, 00:44:08.120, 6, 5.1114, 2416.6, 227.6, 7.594, 168.067, 8.274, 297.0, 7.066, 14.609, 5.0, 591.187, -18.734, -13.025, 15.092, 79.738
2015-12-27 11:14:08.834, 2648.834, 00:44:08.834, 6, 5.1129, 2417.3, 227.6, 7.804, 169.014, 8.006, 292.0, 7.102, 9.672, 8.0, 605.042, -17.337, -13.423, 10.562, 80.455
2015-12-27 11:14:09.544, 2649.544, 00:44:09.544, 6, 5.1145, 2418.0, 227.6, 7.396, 169.252, 8.436, 302.0, 7.359, 7.938, 6.0, 562.622, -10.893, -19.687, 13.858, 82.472
2015-12-27 11:14:10.253, 2650.253, 00:44:10.253, 6, 5.1160, 2418.7, 227.6, 7.604, 170.455, 8.147, 307.0, 7.902, 10.191, 5.0, 648.315, -15.854, -17.98, 14.895, 82.697
2015-12-27 11:14:10.957, 2650.957, 00:44:10.957, 6, 5.1176, 2419.4, 227.6, 7.657, 167.832, 8.218, 291.0, 8.926, 15.18, 5.0, 543.274, -16.144, -13.397, 15.482, 76.414
2015-12-27 11:14:11.672, 2651.672, 00:44:11.672, 6, 5.1191, 2420.1, 227.6, 7.526, 171.674, 8.173, 287.0, 6.066, 12.984, 6.0, 715.454, -16.252, -15.725, 12.754, 79.285
2015-12-27 11:14:12.371, 2652.371, 00:44:12.371, 6, 5.1207, 2420.8, 227.6, 7.569, 170.455, 8.185, 302.0, 7.094, 15.063, 4.0, 668.64, -16.494, -13.963, 15.633, 78.589
2015-12-27 11:14:13.075, 2653.075, 00:44:13.075, 6, 5.1222, 2421.6, 227.6, 7.721, 169.014, 8.092, 307.0, 7.359, 15.262, 5.0, 593.689, -16.763, -17.138, 15.079, 80.838
2015-12-27 11:14:13.785, 2653.785, 00:44:13.785, 6, 5.1238, 2422.3, 227.6, 7.518, 166.898, 8.416, 302.0, 6.824, 8.105, 6.0, 649.475, -11.386, -18.791, 13.139, 81.919
2015-12-27 11:14:14.504, 2654.504, 00:44:14.504, 6, 5.1253, 2423.0, 227.6, 7.779, 169.252, 8.021, 307.0, 8.094, 13.902, 2.0, 528.87, -16.243, -15.297, 19.029, 77.925
2015-12-27 11:14:15.213, 2655.213, 00:44:15.213, 6, 5.1269, 2423.7, 227.6, 7.593, 169.014, 8.228, 302.0, 6.801, 13.391, 5.0, 555.603, -15.622, -14.608, 15.435, 78.645
2015-12-27 11:14:15.923, 2655.923, 00:44:15.923, 6, 5.1284, 2424.4, 227.6, 7.633, 170.455, 8.117, 297.0, 8.637, 14.512, 6.0, 649.841, -16.185, -13.92, 13.501, 79.666
2015-12-27 11:14:16.627, 2656.627, 00:44:16.627, 6, 5.1300, 2425.1, 227.6, 7.779, 168.067, 8.077, 297.0, 7.273, 14.973, 6.0, 700.317, -14.793, -16.21, 13.004, 79.432
2015-12-27 11:14:17.341, 2657.341, 00:44:17.341, 6, 5.1315, 2425.8, 227.6, 7.661, 170.213, 8.098, 296.0, 10.203, 13.352, 5.0, 634.033, -15.444, -15.402, 15.017, 78.24
2015-12-27 11:14:18.046, 2658.046, 00:44:18.046, 6, 5.1331, 2426.5, 227.6, 7.42, 169.252, 8.409, 297.0, 6.832, 6.734, 6.0, 648.376, -10.991, -17.679, 12.865, 79.943
2015-12-27 11:14:18.755, 2658.755, 00:44:18.755, 6, 5.1346, 2427.2, 227.6, 7.775, 168.067, 8.082, 297.0, 8.617, 13.844, 7.0, 652.832, -15.62, -14.207, 12.256, 80.095
2015-12-27 11:14:19.469, 2659.469, 00:44:19.469, 6, 5.1361, 2428.0, 227.6, 7.812, 167.832, 8.054, 306.0, 6.961, 7.715, 4.0, 590.149, -14.265, -16.041, 15.599, 80.432
2015-12-27 11:14:20.184, 2660.184, 00:44:20.184, 6, 5.1376, 2428.7, 227.6, 7.835, 169.252, 7.963, 312.0, 8.141, 12.863, 5.0, 540.527, -14.11, -17.622, 15.485, 80.202
2015-12-27 11:14:20.893, 2660.893, 00:44:20.893, 6, 5.1392, 2429.4, 227.6, 7.723, 169.252, 8.079, 307.0, 9.645, 13.969, 4.0, 531.616, -15.625, -17.31, 16.445, 78.422
2015-12-27 11:14:21.602, 2661.602, 00:44:21.602, 6, 5.1407, 2430.1, 227.6, 7.647, 169.014, 8.171, 291.0, 6.922, 7.352, 7.0, 590.027, -18.483, -13.626, 11.528, 77.83
2015-12-27 11:14:22.312, 2662.312, 00:44:22.312, 6, 5.1423, 2430.8, 227.6, 7.629, 168.067, 8.236, 302.0, 7.301, 12.078, 5.0, 666.931, -15.127, -16.682, 14.115, 80.128
2015-12-27 11:14:23.026, 2663.026, 00:44:23.026, 6, 5.1439, 2431.5, 227.6, 7.545, 170.455, 8.211, 302.0, 7.344, 9.695, 5.0, 549.011, -17.282, -16.478, 14.086, 79.935
2015-12-27 11:14:23.730, 2663.73, 00:44:23.730, 6, 5.1455, 2432.2, 227.6, 7.37, 169.014, 8.477, 281.0, 6.953, 15.727, 10.0, 683.777, -12.972, -16.924, 7.06, 79.186
2015-12-27 11:14:24.440, 2664.44, 00:44:24.440, 6, 5.1470, 2432.9, 227.6, 7.594, 170.455, 8.158, 292.0, 7.352, 14.359, 7.0, 616.272, -16.825, -14.03, 11.808, 79.612
2015-12-27 11:14:25.144, 2665.144, 00:44:25.144, 6, 5.1485, 2433.6, 227.6, 7.647, 169.252, 8.159, 297.0, 8.203, 13.711, 6.0, 571.655, -17.715, -13.613, 13.376, 79.464
2015-12-27 11:14:25.853, 2665.853, 00:44:25.853, 6, 5.1501, 2434.3, 227.6, 7.781, 169.014, 8.029, 302.0, 7.328, 12.172, 5.0, 524.17, -16.104, -13.464, 14.686, 77.625
2015-12-27 11:14:26.563, 2666.563, 00:44:26.563, 6, 5.1517, 2435.0, 227.6, 7.546, 169.252, 8.268, 292.0, 7.652, 11.652, 8.0, 604.126, -15.363, -14.897, 10.157, 79.792
2015-12-27 11:14:27.272, 2667.272, 00:44:27.272, 6, 5.1533, 2435.7, 227.6, 7.136, 170.455, 8.682, 307.0, 11.16, 11.191, 7.0, 673.34, -11.391, -19.18, 11.401, 81.596
2015-12-27 11:14:27.976, 2667.976, 00:44:27.976, 6, 5.1549, 2436.4, 227.6, 7.457, 170.213, 8.32, 297.0, 7.125, 15.098, 6.0, 572.998, -17.624, -12.907, 13.687, 78.311
2015-12-27 11:14:28.681, 2668.681, 00:44:28.681, 6, 5.1565, 2437.2, 227.6, 7.329, 169.252, 8.513, 297.0, 6.742, 9.664, 8.0, 670.959, -13.732, -15.339, 10.547, 80.426
2015-12-27 11:14:29.390, 2669.39, 00:44:29.390, 6, 5.1581, 2437.9, 227.6, 7.285, 171.674, 8.444, 287.0, 7.117, 14.34, 8.0, 684.509, -15.52, -14.856, 10.61, 80.475
2015-12-27 11:14:30.089, 2670.089, 00:44:30.089, 6, 5.1597, 2438.6, 227.6, 7.208, 171.674, 8.534, 302.0, 7.078, 6.406, 5.0, 665.771, -19.075, -13.442, 14.979, 81.985
2015-12-27 11:14:30.788, 2670.788, 00:44:30.788, 6, 5.1613, 2439.3, 227.6, 7.237, 166.667, 8.755, 296.0, 7.313, 3.699, 6.0, 677.979, -13.042, -16.902, 12.887, 83.815
2015-12-27 11:14:31.508, 2671.508, 00:44:31.508, 6, 5.1629, 2440.0, 227.6, 7.528, 170.455, 8.229, 307.0, 6.434, 9.059, 3.0, 693.054, -17.643, -16.248, 17.767, 80.118
2015-12-27 11:14:32.212, 2672.212, 00:44:32.212, 6, 5.1644, 2440.7, 227.6, 7.74, 168.067, 8.118, 292.0, 7.277, 8.57, 7.0, 534.18, -15.185, -14.694, 11.202, 78.615
2015-12-27 11:14:32.926, 2672.926, 00:44:32.926, 6, 5.1659, 2441.4, 227.6, 7.729, 169.014, 8.083, 302.0, 6.699, 9.152, 7.0, 643.555, -16.869, -13.574, 12.29, 80.041
2015-12-27 11:14:33.636, 2673.636, 00:44:33.636, 6, 5.1674, 2442.1, 227.6, 7.848, 169.252, 7.95, 302.0, 7.125, 7.715, 5.0, 607.544, -16.257, -14.838, 15.347, 77.101
2015-12-27 11:14:34.345, 2674.345, 00:44:34.345, 6, 5.1689, 2442.8, 227.6, 7.843, 170.455, 7.899, 302.0, 6.867, 13.684, 5.0, 621.277, -16.042, -15.366, 14.777, 79.094
2015-12-27 11:14:35.049, 2675.049, 00:44:35.049, 6, 5.1705, 2443.5, 227.6, 7.894, 167.832, 7.97, 301.0, 7.516, 10.703, 4.0, 530.334, -16.359, -15.136, 15.696, 79.299
2015-12-27 11:14:35.764, 2675.764, 00:44:35.764, 6, 5.1720, 2444.2, 227.6, 7.731, 168.067, 8.128, 302.0, 7.492, 8.066, 5.0, 547.119, -16.357, -14.433, 15.433, 79.111
2015-12-27 11:14:36.478, 2676.478, 00:44:36.478, 6, 5.1735, 2444.9, 227.6, 7.904, 170.455, 7.838, 307.0, 10.344, 15.84, 3.0, 590.393, -15.332, -16.07, 17.565, 78.513
2015-12-27 11:14:37.182, 2677.182, 00:44:37.182, 6, 5.1749, 2445.7, 227.6, 7.982, 170.213, 7.772, 301.0, 8.809, 8.441, 4.0, 645.874, -13.529, -16.774, 15.728, 77.445
2015-12-27 11:14:37.887, 2677.887, 00:44:37.887, 6, 5.1764, 2446.3, 227.6, 7.761, 172.911, 7.869, 297.0, 11.359, 11.699, 6.0, 631.226, -16.601, -16.568, 13.78, 78.021
2015-12-27 11:14:38.581, 2678.581, 00:44:38.581, 6, 5.1780, 2447.1, 227.6, 7.919, 166.898, 7.99, 297.0, 7.02, 8.996, 5.0, 632.324, -16.353, -15.131, 15.365, 74.607
2015-12-27 11:14:39.300, 2679.3, 00:44:39.300, 6, 5.1795, 2447.8, 227.6, 7.747, 170.213, 8.008, 301.0, 6.309, 9.012, 4.0, 616.821, -16.11, -14.894, 15.999, 75.381
2015-12-27 11:14:40.005, 2680.005, 00:44:40.005, 6, 5.1810, 2448.5, 227.6, 7.534, 169.252, 8.281, 312.0, 8.18, 8.855, 6.0, 589.722, -13.047, -20.071, 13.18, 82.95
2015-12-27 11:14:40.714, 2680.714, 00:44:40.714, 6, 5.1825, 2449.2, 227.6, 7.704, 171.674, 7.984, 302.0, 6.641, 9.613, 4.0, 693.726, -16.936, -15.557, 16.915, 79.023
2015-12-27 11:14:41.413, 2681.413, 00:44:41.413, 6, 5.1840, 2449.9, 227.6, 7.928, 169.014, 7.88, 291.0, 8.488, 14.805, 6.0, 656.738, -18.136, -13.276, 13.87, 79.187
2015-12-27 11:14:42.123, 2682.123, 00:44:42.123, 6, 5.1855, 2450.6, 227.6, 7.792, 170.455, 7.951, 287.0, 9.559, 11.551, 6.0, 603.271, -16.081, -13.01, 13.714, 76.941
2015-12-27 11:14:42.827, 2682.827, 00:44:42.827, 6, 5.1870, 2451.3, 227.6, 7.831, 172.911, 7.798, 302.0, 9.254, 12.438, 4.0, 556.763, -16.865, -15.509, 15.912, 80.197
2015-12-27 11:14:43.521, 2683.521, 00:44:43.521, 6, 5.1885, 2452.0, 227.6, 8.183, 169.014, 7.635, 302.0, 8.977, 12.418, 5.0, 556.885, -16.181, -13.879, 14.753, 78.092
2015-12-27 11:14:44.231, 2684.231, 00:44:44.231, 6, 5.1899, 2452.7, 227.6, 8.089, 168.067, 7.768, 297.0, 7.531, 4.941, 6.0, 628.235, -14.81, -16.091, 12.566, 76.971
2015-12-27 11:14:44.945, 2684.945, 00:44:44.945, 6, 5.1915, 2453.4, 227.6, 7.807, 170.455, 7.935, 302.0, 6.652, 15.598, 7.0, 638.672, -13.909, -17.408, 11.627, 78.457
2015-12-27 11:14:45.649, 2685.649, 00:44:45.649, 6, 5.1930, 2454.1, 227.6, 7.715, 170.213, 8.042, 286.0, 7.148, 15.047, 11.0, 738.464, -15.308, -18.185, 6.008, 78.699
2015-12-27 11:14:46.354, 2686.354, 00:44:46.354, 6, 5.1946, 2454.8, 227.6, 7.412, 170.455, 8.359, 302.0, 7.531, 15.629, 10.0, 596.802, -12.224, -18.342, 7.587, 83.795
2015-12-27 11:14:47.058, 2687.058, 00:44:47.058, 6, 5.1962, 2455.5, 227.6, 7.334, 168.067, 8.567, 292.0, 7.723, 14.695, 12.0, 674.194, -12.926, -16.496, 4.016, 82.17
2015-12-27 11:14:47.772, 2687.772, 00:44:47.772, 6, 5.1979, 2456.3, 227.6, 7.399, 165.517, 8.623, 307.0, 7.68, 15.836, 11.0, 674.927, -12.579, -18.105, 5.908, 83.947
2015-12-27 11:14:48.497, 2688.497, 00:44:48.497, 6, 5.1994, 2457.0, 227.6, 7.37, 165.746, 8.644, 307.0, 7.078, 4.555, 9.0, 570.068, -11.125, -18.167, 7.753, 84.235
2015-12-27 11:14:49.221, 2689.221, 00:44:49.221, 6, 5.2010, 2457.7, 227.6, 7.816, 169.252, 7.983, 317.0, 9.48, 12.629, 4.0, 508.423, -17.753, -12.416, 17.103, 79.265
2015-12-27 11:14:49.930, 2689.93, 00:44:49.930, 6, 5.2025, 2458.4, 227.6, 7.804, 167.832, 8.063, 302.0, 7.059, 5.109, 4.0, 684.021, -15.228, -14.604, 15.583, 76.936
2015-12-27 11:14:50.645, 2690.645, 00:44:50.645, 6, 5.2041, 2459.1, 227.6, 7.544, 170.455, 8.212, 307.0, 7.059, 4.461, 6.0, 706.543, -17.162, -14.129, 12.676, 82.0
2015-12-27 11:14:51.349, 2691.349, 00:44:51.349, 6, 5.2056, 2459.8, 227.6, 7.572, 168.067, 8.298, 282.0, 7.152, 12.266, 11.0, 607.788, -14.775, -11.432, 5.079, 78.996
2015-12-27 11:14:52.063, 2692.063, 00:44:52.063, 6, 5.2072, 2460.5, 227.6, 7.42, 172.911, 8.231, 297.0, 7.27, 14.762, 9.0, 670.227, -15.717, -15.115, 8.68, 81.802
2015-12-27 11:14:52.757, 2692.757, 00:44:52.757, 6, 5.2087, 2461.2, 227.6, 7.715, 170.213, 8.041, 301.0, 7.785, 5.797, 7.0, 692.566, -14.644, -17.259, 11.373, 81.728
2015-12-27 11:14:53.462, 2693.462, 00:44:53.462, 6, 5.2102, 2461.9, 227.6, 7.958, 168.067, 7.895, 302.0, 7.234, 6.883, 4.0, 570.862, -15.923, -14.146, 15.927, 79.565
2015-12-27 11:14:54.176, 2694.176, 00:44:54.176, 6, 5.2118, 2462.7, 227.6, 7.771, 168.067, 8.085, 312.0, 8.441, 10.543, 6.0, 554.443, -13.983, -19.388, 12.815, 80.558
2015-12-27 11:14:54.890, 2694.89, 00:44:54.890, 6, 5.2133, 2463.4, 227.6, 7.531, 169.014, 8.296, 302.0, 6.809, 14.879, 7.0, 654.968, -12.41, -16.07, 10.873, 83.67
2015-12-27 11:14:55.600, 2695.6, 00:44:55.600, 6, 5.2148, 2464.1, 227.6, 7.793, 169.252, 8.007, 292.0, 7.016, 8.098, 10.0, 715.881, -17.485, -14.085, 7.621, 79.888
2015-12-27 11:14:56.309, 2696.309, 00:44:56.309, 6, 5.2163, 2464.8, 227.6, 7.979, 170.455, 7.764, 302.0, 8.504, 15.781, 5.0, 547.485, -14.472, -16.373, 14.312, 77.814
2015-12-27 11:14:57.013, 2697.013, 00:44:57.013, 6, 5.2178, 2465.5, 227.6, 7.858, 170.213, 7.895, 281.0, 7.0, 15.219, 10.0, 647.156, -14.399, -14.221, 6.99, 77.874
2015-12-27 11:14:57.718, 2697.718, 00:44:57.718, 6, 5.2193, 2466.2, 227.6, 7.69, 171.674, 7.999, 307.0, 9.203, 10.234, 4.0, 534.729, -15.618, -16.164, 15.54, 78.961
2015-12-27 11:14:58.417, 2698.417, 00:44:58.417, 6, 5.2208, 2466.9, 227.6, 7.736, 169.252, 8.065, 307.0, 7.688, 13.855, 6.0, 525.94, -16.104, -14.656, 13.541, 80.349
2015-12-27 11:14:59.126, 2699.126, 00:44:59.126, 6, 5.2223, 2467.6, 227.6, 7.921, 171.429, 7.776, 312.0, 7.078, 14.715, 6.0, 606.934, -13.859, -17.982, 13.12, 81.116
2015-12-27 11:14:59.826, 2699.826, 00:44:59.826, 6, 5.2239, 2468.3, 227.6, 7.809, 164.609, 8.215, 292.0, 7.625, 7.25, 13.0, 710.754, -12.248, -18.045, 2.801, 81.262
2015-12-27 11:15:00.555, 2700.555, 00:45:00.555, 6, 5.2254, 2469.0, 227.6, 7.75, 166.667, 8.175, 312.0, 6.652, 5.988, 8.0, 610.535, -11.458, -17.899, 9.54, 80.87
2015-12-27 11:15:01.275, 2701.275, 00:45:01.275, 6, 5.2269, 2469.8, 227.6, 7.795, 169.252, 8.004, 317.0, 6.582, 12.781, 8.0, 632.568, -11.868, -16.265, 10.073, 79.957
2015-12-27 11:15:01.984, 2701.984, 00:45:01.984, 6, 5.2285, 2470.5, 227.6, 7.792, 165.746, 8.177, 312.0, 7.629, 10.641, 10.0, 622.009, -11.28, -17.157, 7.306, 81.307
2015-12-27 11:15:02.708, 2702.708, 00:45:02.708, 6, 5.2301, 2471.2, 227.6, 7.58, 170.213, 8.185, 302.0, 6.602, 10.859, 8.0, 680.359, -16.313, -12.664, 10.648, 77.936
2015-12-27 11:15:03.413, 2703.413, 00:45:03.413, 6, 5.2316, 2471.9, 227.6, 7.53, 163.488, 8.578, 317.0, 7.461, 14.551, 9.0, 703.064, -10.935, -15.299, 7.997, 83.059
2015-12-27 11:15:04.147, 2704.147, 00:45:04.147, 6, 5.2332, 2472.6, 227.6, 7.922, 165.746, 8.042, 322.0, 7.242, 9.785, 5.0, 570.74, -15.043, -11.805, 14.311, 79.984
2015-12-27 11:15:04.871, 2704.871, 00:45:04.871, 6, 5.2347, 2473.4, 227.6, 7.591, 166.667, 8.347, 322.0, 6.523, 7.109, 8.0, 593.689, -11.006, -17.505, 9.697, 84.115
2015-12-27 11:15:05.591, 2705.591, 00:45:05.591, 6, 5.2362, 2474.1, 227.6, 7.94, 169.252, 7.858, 312.0, 6.492, 7.672, 5.0, 558.35, -15.572, -11.118, 14.152, 77.798
2015-12-27 11:15:06.300, 2706.3, 00:45:06.300, 6, 5.2378, 2474.8, 227.6, 7.882, 169.252, 7.916, 312.0, 7.711, 15.375, 4.0, 513.733, -14.516, -10.008, 16.313, 76.749
2015-12-27 11:15:07.009, 2707.009, 00:45:07.009, 6, 5.2394, 2475.5, 227.6, 7.473, 169.014, 8.36, 307.0, 7.152, 12.008, 8.0, 624.146, -10.965, -16.518, 9.88, 82.341
2015-12-27 11:15:07.719, 2707.719, 00:45:07.719, 6, 5.2410, 2476.2, 227.6, 7.44, 168.067, 8.445, 292.0, 7.426, 12.734, 10.0, 721.802, -14.13, -12.598, 6.376, 80.523
2015-12-27 11:15:08.433, 2708.433, 00:45:08.433, 6, 5.2425, 2476.9, 227.6, 7.273, 168.067, 8.639, 317.0, 6.961, 9.445, 8.0, 637.39, -12.194, -15.679, 10.579, 83.109
2015-12-27 11:15:09.147, 2709.147, 00:45:09.147, 6, 5.2441, 2477.6, 227.6, 7.887, 167.832, 7.977, 317.0, 7.883, 14.41, 6.0, 501.099, -14.626, -14.11, 13.665, 79.431
2015-12-27 11:15:09.862, 2709.862, 00:45:09.862, 6, 5.2456, 2478.3, 227.6, 7.675, 168.067, 8.187, 297.0, 6.793, 12.387, 8.0, 556.885, -15.781, -12.175, 9.876, 77.179
2015-12-27 11:15:10.576, 2710.576, 00:45:10.576, 6, 5.2472, 2479.1, 227.6, 7.757, 169.014, 8.054, 302.0, 8.965, 14.676, 6.0, 631.287, -17.002, -11.337, 13.858, 79.444
2015-12-27 11:15:11.286, 2711.286, 00:45:11.286, 6, 5.2487, 2479.8, 227.6, 7.588, 169.252, 8.222, 307.0, 8.34, 9.703, 5.0, 596.741, -15.819, -12.535, 15.215, 78.43
2015-12-27 11:15:11.995, 2711.995, 00:45:11.995, 6, 5.2503, 2480.5, 227.6, 7.506, 168.067, 8.371, 307.0, 6.926, 2.91, 6.0, 719.482, -16.917, -14.602, 12.783, 81.738
2015-12-27 11:15:12.709, 2712.709, 00:45:12.709, 6, 5.2518, 2481.2, 227.6, 7.773, 166.667, 8.151, 302.0, 7.195, 8.098, 5.0, 665.955, -16.87, -10.452, 15.268, 76.299
2015-12-27 11:15:13.429, 2713.429, 00:45:13.429, 6, 5.2534, 2481.9, 227.6, 7.625, 169.252, 8.182, 307.0, 7.465, 12.43, 4.0, 547.424, -16.453, -12.667, 15.996, 79.071
2015-12-27 11:15:14.138, 2714.138, 00:45:14.138, 6, 5.2549, 2482.6, 227.6, 7.669, 169.252, 8.136, 302.0, 7.031, 11.574, 5.0, 569.702, -16.685, -11.732, 14.766, 79.18
2015-12-27 11:15:14.847, 2714.847, 00:45:14.847, 6, 5.2564, 2483.3, 227.6, 7.635, 170.213, 8.126, 296.0, 6.891, 8.148, 7.0, 548.95, -15.958, -13.799, 12.101, 79.137
2015-12-27 11:15:15.552, 2715.552, 00:45:15.552, 6, 5.2580, 2484.0, 227.6, 7.857, 168.067, 7.997, 307.0, 7.582, 12.016, 5.0, 524.414, -16.415, -13.934, 15.229, 78.801
2015-12-27 11:15:16.266, 2716.266, 00:45:16.266, 6, 5.2595, 2484.7, 227.6, 7.696, 169.252, 8.107, 297.0, 6.953, 14.148, 7.0, 651.428, -16.747, -14.015, 12.259, 78.994
2015-12-27 11:15:16.975, 2716.975, 00:45:16.975, 6, 5.2610, 2485.4, 227.6, 7.694, 171.429, 8.006, 297.0, 7.727, 9.758, 5.0, 568.604, -16.868, -14.371, 14.222, 78.807
2015-12-27 11:15:17.675, 2717.675, 00:45:17.675, 6, 5.2626, 2486.1, 227.6, 7.504, 172.911, 8.139, 292.0, 7.418, 6.73, 5.0, 571.228, -17.776, -14.926, 14.464, 77.952
2015-12-27 11:15:18.369, 2718.369, 00:45:18.369, 6, 5.2641, 2486.9, 227.6, 7.646, 168.067, 8.217, 292.0, 7.75, 14.73, 6.0, 732.422, -17.874, -14.571, 12.821, 80.456
2015-12-27 11:15:19.083, 2719.083, 00:45:19.083, 6, 5.2656, 2487.6, 227.6, 7.917, 170.455, 7.825, 312.0, 8.672, 14.695, 3.0, 473.267, -15.529, -14.128, 18.686, 77.206
2015-12-27 11:15:19.787, 2719.787, 00:45:19.787, 6, 5.2672, 2488.3, 227.6, 7.52, 169.014, 8.308, 307.0, 7.117, 9.66, 6.0, 669.983, -12.119, -17.891, 12.917, 81.38
2015-12-27 11:15:20.497, 2720.497, 00:45:20.497, 6, 5.2687, 2489.0, 227.6, 7.897, 166.898, 8.012, 307.0, 7.051, 8.707, 6.0, 630.798, -15.049, -14.996, 12.814, 78.765
2015-12-27 11:15:21.216, 2721.216, 00:45:21.216, 6, 5.2702, 2489.7, 227.6, 7.803, 170.213, 7.951, 307.0, 7.098, 15.234, 5.0, 517.822, -16.222, -14.057, 14.236, 78.155
2015-12-27 11:15:21.921, 2721.921, 00:45:21.921, 6, 5.2717, 2490.4, 227.6, 7.891, 168.067, 7.962, 297.0, 7.09, 13.98, 6.0, 615.662, -16.947, -12.299, 13.567, 75.533
2015-12-27 11:15:22.635, 2722.635, 00:45:22.635, 6, 5.2732, 2491.1, 227.6, 7.855, 169.252, 7.943, 312.0, 7.539, 15.5, 6.0, 563.965, -16.714, -14.16, 13.853, 80.747
2015-12-27 11:15:23.344, 2723.344, 00:45:23.344, 6, 5.2747, 2491.8, 227.6, 7.929, 169.014, 7.88, 322.0, 9.477, 10.266, 4.0, 528.87, -14.952, -12.922, 16.711, 77.184
2015-12-27 11:15:24.054, 2724.054, 00:45:24.054, 6, 5.2762, 2492.5, 227.6, 8.028, 166.898, 7.881, 312.0, 6.949, 3.809, 6.0, 645.081, -18.612, -11.545, 13.346, 78.663
2015-12-27 11:15:24.773, 2724.773, 00:45:24.773, 6, 5.2777, 2493.3, 227.6, 7.797, 168.067, 8.058, 312.0, 6.352, 15.129, 5.0, 521.24, -19.392, -13.112, 14.4, 77.849
2015-12-27 11:15:25.487, 2725.487, 00:45:25.487, 6, 5.2793, 2494.0, 227.6, 7.706, 167.832, 8.165, 311.0, 6.82, 4.328, 7.0, 674.133, -16.141, -13.49, 11.503, 80.337
2015-12-27 11:15:26.202, 2726.202, 00:45:26.202, 6, 5.2808, 2494.7, 227.6, 7.664, 166.898, 8.256, 317.0, 7.527, 11.93, 6.0, 524.231, -16.348, -11.296, 13.845, 82.082
2015-12-27 11:15:26.921, 2726.921, 00:45:26.921, 6, 5.2823, 2495.4, 227.6, 8.07, 168.067, 7.786, 317.0, 7.23, 9.836, 4.0, 453.918, -16.486, -11.467, 16.058, 77.922
2015-12-27 11:15:27.635, 2727.635, 00:45:27.635, 6, 5.2839, 2496.1, 227.6, 7.497, 170.213, 8.275, 302.0, 6.387, 7.789, 10.0, 606.14, -11.496, -17.16, 7.257, 82.565
2015-12-27 11:15:28.340, 2728.34, 00:45:28.340, 6, 5.2854, 2496.8, 227.6, 7.972, 166.898, 7.937, 317.0, 6.879, 12.652, 6.0, 574.951, -17.174, -13.091, 13.842, 78.889
2015-12-27 11:15:29.059, 2729.059, 00:45:29.059, 6, 5.2869, 2497.6, 227.6, 7.788, 165.517, 8.192, 322.0, 6.973, 11.258, 7.0, 626.587, -12.257, -18.28, 10.779, 85.076
2015-12-27 11:15:29.784, 2729.784, 00:45:29.784, 6, 5.2885, 2498.3, 227.6, 7.75, 168.067, 8.108, 292.0, 7.258, 14.051, 12.0, 643.799, -10.634, -16.525, 4.285, 80.455
2015-12-27 11:15:30.498, 2730.498, 00:45:30.498, 6, 5.2900, 2499.0, 227.6, 7.672, 166.898, 8.247, 302.0, 6.832, 5.82, 10.0, 732.178, -13.833, -15.735, 7.095, 81.51
2015-12-27 11:15:31.217, 2731.217, 00:45:31.217, 6, 5.2916, 2499.7, 227.6, 7.673, 166.667, 8.257, 317.0, 6.719, 3.004, 9.0, 635.681, -10.871, -18.116, 8.231, 85.081
2015-12-27 11:15:31.937, 2731.937, 00:45:31.937, 6, 5.2931, 2500.4, 227.6, 7.831, 169.252, 7.967, 307.0, 6.473, 15.641, 6.0, 471.13, -16.137, -12.047, 13.377, 76.526
2015-12-27 11:15:32.646, 2732.646, 00:45:32.646, 6, 5.2947, 2501.1, 227.6, 7.777, 167.832, 8.09, 312.0, 6.98, 15.438, 7.0, 654.602, -16.803, -12.968, 11.093, 79.383
2015-12-27 11:15:33.361, 2733.361, 00:45:33.361, 6, 5.2962, 2501.8, 227.6, 7.549, 166.898, 8.381, 317.0, 6.652, 4.492, 8.0, 653.687, -12.555, -17.194, 9.826, 82.487
